project,precinct,building,base_surf,surf_type,surf_id,surf_vid,surf_vx,surf_vy,surf_vz
jl-bahagia,prc-00,blk-28,roof-01,PV-module,104,3,64.611473,-52.465103,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,105,0,66.88446,-51.38961,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,105,1,65.989311,-50.693443,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,105,2,64.611473,-52.465103,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,105,3,65.506622,-53.161274,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,106,0,67.779617,-52.085781,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,106,1,66.88446,-51.38961,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,106,2,65.506622,-53.161274,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,106,3,66.401779,-53.857445,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,107,0,68.674774,-52.781952,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,107,1,67.779617,-52.085781,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,107,2,66.401779,-53.857445,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,107,3,67.296936,-54.553616,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,108,0,69.569931,-53.478123,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,108,1,68.674774,-52.781952,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,108,2,67.296936,-54.553616,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,108,3,68.192093,-55.249786,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,109,0,70.465088,-54.174294,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,109,1,69.569931,-53.478123,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,109,2,68.192093,-55.249786,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,109,3,69.08725,-55.945957,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,110,0,71.360237,-54.870464,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,110,1,70.465088,-54.174294,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,110,2,69.08725,-55.945957,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,110,3,69.982399,-56.642128,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,111,0,90.158493,-69.490051,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,111,1,89.263344,-68.793877,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,111,2,87.885506,-70.565544,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,111,3,88.780655,-71.261711,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,112,0,91.05365,-70.186218,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,112,1,90.158493,-69.490051,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,112,2,88.780655,-71.261711,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,112,3,89.675812,-71.957878,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,113,0,91.948807,-70.882393,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,113,1,91.05365,-70.186218,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,113,2,89.675812,-71.957878,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,113,3,90.570969,-72.654053,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,114,0,92.843964,-71.57856,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,114,1,91.948807,-70.882393,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,114,2,90.570969,-72.654053,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,114,3,91.466125,-73.35022,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,115,0,93.73912,-72.274734,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,115,1,92.843964,-71.57856,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,115,2,91.466125,-73.35022,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,115,3,92.361275,-74.046394,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,116,0,94.63427,-72.970901,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,116,1,93.73912,-72.274734,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,116,2,92.361275,-74.046394,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,116,3,93.256432,-74.742561,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,117,0,95.529427,-73.667068,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,117,1,94.63427,-72.970901,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,117,2,93.256432,-74.742561,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,117,3,94.151588,-75.438736,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,118,0,96.424583,-74.363243,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,118,1,95.529427,-73.667068,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,118,2,94.151588,-75.438736,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,118,3,95.046745,-76.134903,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,119,0,97.31974,-75.05941,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,119,1,96.424583,-74.363243,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,119,2,95.046745,-76.134903,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,119,3,95.941902,-76.831078,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,120,0,98.21489,-75.755585,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,120,1,97.31974,-75.05941,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,120,2,95.941902,-76.831078,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,120,3,96.837051,-77.527245,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,121,0,99.110046,-76.451752,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,121,1,98.21489,-75.755585,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,121,2,96.837051,-77.527245,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,121,3,97.732208,-78.223419,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,122,0,100.005203,-77.147926,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,122,1,99.110046,-76.451752,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,122,2,97.732208,-78.223419,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,122,3,98.627365,-78.919586,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,123,0,100.90036,-77.844093,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,123,1,100.005203,-77.147926,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,123,2,98.627365,-78.919586,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,123,3,99.522522,-79.615761,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,124,0,101.795509,-78.540268,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,124,1,100.90036,-77.844093,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,124,2,99.522522,-79.615761,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,124,3,100.417671,-80.311928,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,125,0,102.690666,-79.236435,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,125,1,101.795509,-78.540268,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,125,2,100.417671,-80.311928,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,125,3,101.312828,-81.008095,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,126,0,103.585823,-79.93261,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,126,1,102.690666,-79.236435,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,126,2,101.312828,-81.008095,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,126,3,102.207985,-81.704269,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,127,0,104.48098,-80.628777,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,127,1,103.585823,-79.93261,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,127,2,102.207985,-81.704269,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,127,3,103.103142,-82.400436,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,128,0,105.376137,-81.324944,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,128,1,104.48098,-80.628777,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,128,2,103.103142,-82.400436,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,128,3,103.998291,-83.096611,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,129,0,106.271286,-82.021118,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,129,1,105.376137,-81.324944,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,129,2,103.998291,-83.096611,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,129,3,104.893448,-83.792778,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,130,0,107.166443,-82.717285,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,130,1,106.271286,-82.021118,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,130,2,104.893448,-83.792778,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,130,3,105.788605,-84.488953,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,131,0,108.0616,-83.41346,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,131,1,107.166443,-82.717285,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,131,2,105.788605,-84.488953,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,131,3,106.683762,-85.18512,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,132,0,108.956757,-84.109627,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,132,1,108.0616,-83.41346,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,132,2,106.683762,-85.18512,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,132,3,107.578918,-85.881294,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,133,0,55.636894,-36.297081,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,133,1,54.741741,-35.60091,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,133,2,53.363903,-37.372574,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,133,3,54.259056,-38.068745,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,134,0,56.532051,-36.993252,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,134,1,55.636894,-36.297081,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,134,2,54.259056,-38.068745,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,134,3,55.154213,-38.764915,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,135,0,57.427204,-37.689423,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,135,1,56.532051,-36.993252,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,135,2,55.154213,-38.764915,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,135,3,56.049366,-39.461086,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,136,0,58.322361,-38.385593,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,136,1,57.427204,-37.689423,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,136,2,56.049366,-39.461086,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,136,3,56.944523,-40.157257,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,137,0,59.217514,-39.081764,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,137,1,58.322361,-38.385593,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,137,2,56.944523,-40.157257,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,137,3,57.839676,-40.853428,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,138,0,60.112671,-39.777935,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,138,1,59.217514,-39.081764,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,138,2,57.839676,-40.853428,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,138,3,58.734833,-41.549599,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,139,0,61.007824,-40.474106,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,139,1,60.112671,-39.777935,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,139,2,58.734833,-41.549599,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,139,3,59.629986,-42.24577,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,140,0,61.902981,-41.170277,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,140,1,61.007824,-40.474106,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,140,2,59.629986,-42.24577,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,140,3,60.525143,-42.941936,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,141,0,62.798138,-41.866447,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,141,1,61.902981,-41.170277,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,141,2,60.525143,-42.941936,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,141,3,61.420296,-43.638107,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,142,0,63.693291,-42.562618,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,142,1,62.798138,-41.866447,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,142,2,61.420296,-43.638107,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,142,3,62.315453,-44.334278,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,143,0,64.58844,-43.258785,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,143,1,63.693291,-42.562618,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,143,2,62.315453,-44.334278,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,143,3,63.210609,-45.030449,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,144,0,65.483597,-43.954956,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,144,1,64.58844,-43.258785,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,144,2,63.210609,-45.030449,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,144,3,64.105759,-45.72662,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,145,0,72.644836,-49.524323,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,145,1,71.74968,-48.828152,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,145,2,70.371841,-50.599815,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,145,3,71.266998,-51.295982,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,146,0,73.539993,-50.220493,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,146,1,72.644836,-49.524323,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,146,2,71.266998,-51.295982,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,146,3,72.162155,-51.992153,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,147,0,74.43515,-50.916664,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,147,1,73.539993,-50.220493,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,147,2,72.162155,-51.992153,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,147,3,73.057312,-52.688324,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,148,0,93.233406,-65.536247,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,148,1,92.338249,-64.840073,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,148,2,90.960411,-66.61174,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,148,3,91.855568,-67.307907,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,149,0,94.128563,-66.232414,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,149,1,93.233406,-65.536247,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,149,2,91.855568,-67.307907,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,149,3,92.750725,-68.004082,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,150,0,95.023712,-66.928589,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,150,1,94.128563,-66.232414,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,150,2,92.750725,-68.004082,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,150,3,93.645874,-68.700249,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,151,0,95.918869,-67.624756,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,151,1,95.023712,-66.928589,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,151,2,93.645874,-68.700249,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,151,3,94.541031,-69.396423,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,152,0,96.814026,-68.32093,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,152,1,95.918869,-67.624756,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,152,2,94.541031,-69.396423,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,152,3,95.436188,-70.09259,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,153,0,97.709183,-69.017097,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,153,1,96.814026,-68.32093,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,153,2,95.436188,-70.09259,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,153,3,96.331345,-70.788765,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,154,0,98.60434,-69.713272,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,154,1,97.709183,-69.017097,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,154,2,96.331345,-70.788765,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,154,3,97.226494,-71.484932,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,155,0,99.499489,-70.409439,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,155,1,98.60434,-69.713272,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,155,2,97.226494,-71.484932,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,155,3,98.121651,-72.181107,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,156,0,100.394646,-71.105614,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,156,1,99.499489,-70.409439,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,156,2,98.121651,-72.181107,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,156,3,99.016808,-72.877274,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,157,0,101.289803,-71.801781,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,157,1,100.394646,-71.105614,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,157,2,99.016808,-72.877274,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,157,3,99.911964,-73.573441,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,158,0,102.184959,-72.497955,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,158,1,101.289803,-71.801781,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,158,2,99.911964,-73.573441,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,158,3,100.807121,-74.269615,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,159,0,103.080109,-73.194122,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,159,1,102.184959,-72.497955,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,159,2,100.807121,-74.269615,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,159,3,101.702271,-74.965782,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,160,0,103.975266,-73.890289,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,160,1,103.080109,-73.194122,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,160,2,101.702271,-74.965782,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,160,3,102.597427,-75.661957,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,161,0,104.870422,-74.586464,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,161,1,103.975266,-73.890289,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,161,2,102.597427,-75.661957,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,161,3,103.492584,-76.358124,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,162,0,105.765579,-75.282631,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,162,1,104.870422,-74.586464,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,162,2,103.492584,-76.358124,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,162,3,104.387741,-77.054298,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,163,0,106.660728,-75.978806,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,163,1,105.765579,-75.282631,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,163,2,104.387741,-77.054298,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,163,3,105.28289,-77.750465,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,164,0,107.555885,-76.674973,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,164,1,106.660728,-75.978806,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,164,2,105.28289,-77.750465,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,164,3,106.178047,-78.44664,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,165,0,108.451042,-77.371147,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,165,1,107.555885,-76.674973,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,165,2,106.178047,-78.44664,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,165,3,107.073204,-79.142807,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,166,0,109.346199,-78.067314,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,166,1,108.451042,-77.371147,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,166,2,107.073204,-79.142807,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,166,3,107.968361,-79.838982,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,167,0,110.241356,-78.763489,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,167,1,109.346199,-78.067314,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,167,2,107.968361,-79.838982,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,167,3,108.86351,-80.535149,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,168,0,111.136505,-79.459656,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,168,1,110.241356,-78.763489,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,168,2,108.86351,-80.535149,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,168,3,109.758667,-81.231316,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,169,0,112.031662,-80.15583,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,169,1,111.136505,-79.459656,-58.557091
jl-bahagia,prc-00,blk-28,roof-01,PV-module,169,2,109.758667,-81.231316,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,PV-module,169,3,110.653824,-81.92749,-58.952835
jl-bahagia,prc-00,blk-28,roof-01,roof,0,0,106.348616,-89.51046,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,1,103.350674,-87.178528,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,2,102.561823,-88.192679,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,3,97.566693,-84.307246,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,4,98.363377,-83.283026,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,5,93.742915,-79.689027,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,6,92.968411,-80.684733,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,7,87.962747,-76.791107,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,8,88.751892,-75.77658,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,9,84.115492,-72.170184,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,10,83.305803,-73.211124,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,11,78.329121,-69.340041,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,12,79.131859,-68.308038,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,13,74.493982,-64.700492,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,14,73.688174,-65.736443,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,15,68.709181,-61.863562,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,16,69.510726,-60.833092,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,17,64.663467,-57.06268,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,18,63.856465,-58.100166,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,19,58.859161,-54.213043,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,20,59.652559,-53.193046,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,21,55.004175,-49.577328,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,22,54.213407,-50.593943,-60.462686
jl-bahagia,prc-00,blk-28,roof-01,roof,0,23,49.242186,-46.727109,-60.462686
