project,precinct,building,base_surf,surf_type,surf_id,surf_area,surf_irr,surf_cx,surf_cy,surf_cz,surf_nx,surf_ny,surf_nz
jl-bahagia,prc-00,blk-29,roof-02,PV-module,27,2.584393,1624.78,92.412958,-115.544507,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,28,2.584392,1625.35,91.723505,-116.444852,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,29,2.584382,1632.89,91.034052,-117.345189,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,30,2.584384,1633.74,90.344591,-118.245519,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,31,2.584383,1622.15,89.655138,-119.145856,-56.159982,-0.137868,0.105575,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,32,2.584393,1627.23,88.965678,-120.046185,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,33,2.584392,1627.08,88.276217,-120.946538,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,34,2.584393,1537.59,99.147478,-114.988431,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,35,2.584383,1580.51,98.458025,-115.888768,-56.159982,-0.137868,0.105575,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,36,2.584384,1597.27,97.768565,-116.789105,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,37,2.584382,1607.01,97.079104,-117.689435,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,38,2.584392,1625.46,96.389643,-118.589765,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,39,2.584392,1621.07,95.70019,-119.490117,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,40,2.584382,1633.78,95.010737,-120.390447,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,41,2.584388,1632.56,94.321276,-121.290776,-56.159982,-0.137868,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,42,2.584373,1636.19,93.631823,-122.191113,-56.159982,-0.137868,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,43,2.584393,1632.09,92.942362,-123.091443,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,44,2.584392,1630.87,92.252901,-123.991788,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,45,2.584382,1640.03,91.563441,-124.892125,-56.159982,-0.137867,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,PV-module,46,2.584388,1636.25,90.873988,-125.792455,-56.159982,-0.137868,0.105576,0.984808
jl-bahagia,prc-00,blk-29,roof-02,roof,0,241.875482,0.0,93.74363,-117.810268,-57.867702,0.0,0.0,1.0
jl-bahagia,prc-00,blk-29,roof-03,PV-module,1,2.584376,1539.62,41.939953,-99.622867,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,2,2.584394,1557.81,42.839589,-100.313243,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,3,2.584387,1575.97,43.739216,-101.003627,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,4,2.584383,1584.26,44.638852,-101.693996,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,5,2.584387,1596.41,45.538487,-102.384365,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,6,2.584389,1596.09,46.438118,-103.074741,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,7,2.584378,1596.16,47.33775,-103.76511,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,8,2.584389,1603.01,48.237385,-104.455478,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,9,2.584389,1594.75,49.137021,-105.14587,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,10,2.584378,1593.91,50.036652,-105.836238,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,11,2.584389,1585.68,50.936287,-106.526607,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,12,2.584389,1561.86,51.835919,-107.216983,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,13,2.584378,1521.25,52.735554,-107.907352,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,14,2.584389,1448.86,53.635186,-108.597728,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,15,2.584378,1463.98,60.832253,-114.120723,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,16,2.584389,1533.26,61.731884,-114.811092,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,17,2.584389,1579.64,62.63152,-115.501468,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,18,2.584378,1596.04,63.531155,-116.191837,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,19,2.584396,1614.26,64.430783,-116.882213,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,20,2.584391,1621.34,65.330418,-117.572597,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,21,2.584376,1625.31,66.230053,-118.262966,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,22,2.584387,1632.87,67.129689,-118.953334,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,23,2.584389,1632.39,68.029316,-119.643711,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,24,2.584389,1636.98,68.928959,-120.334079,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,25,2.584387,1635.15,69.828587,-121.024448,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,26,2.584385,1641.0,70.728222,-121.714839,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,27,2.584389,1637.59,71.627858,-122.405208,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,28,2.584391,1638.08,72.527485,-123.095577,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,29,2.584385,1641.44,73.427121,-123.785953,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,30,2.584385,1635.13,74.326756,-124.476322,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,31,2.584391,1637.71,75.226384,-125.166698,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,32,2.584381,1639.93,76.126027,-125.857067,-56.159982,0.105716,0.137761,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,33,2.584387,1632.16,77.025654,-126.547451,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,34,2.584387,1638.47,77.925282,-127.237819,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,35,2.584398,1638.34,78.824925,-127.928188,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,36,2.584387,1522.42,44.989258,-95.649288,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,37,2.584394,1544.95,45.888894,-96.339664,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,38,2.584376,1565.15,46.788525,-97.030033,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,39,2.584389,1578.15,47.68816,-97.720409,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,40,2.584389,1587.29,48.587788,-98.410793,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,41,2.584378,1594.66,49.487423,-99.101161,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,42,2.584389,1593.19,50.387059,-99.79153,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,43,2.584389,1608.29,51.28669,-100.481906,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,44,2.584378,1610.68,52.186322,-101.172275,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,45,2.584389,1609.56,53.085957,-101.862644,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,46,2.584389,1611.7,53.985592,-102.553035,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,47,2.584378,1611.29,54.885224,-103.243404,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,48,2.584389,1602.77,55.784859,-103.933773,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,49,2.584389,1605.0,56.684491,-104.624149,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,50,2.584396,1579.68,63.881558,-110.147129,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,51,2.584387,1597.3,64.781193,-110.83752,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,52,2.584381,1607.05,65.680821,-111.527889,-56.159982,0.105716,0.137761,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,53,2.584391,1621.75,66.580464,-112.218257,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,54,2.584387,1623.7,67.480092,-112.908634,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,55,2.584376,1630.13,68.379719,-113.599002,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,56,2.584391,1628.75,69.279362,-114.289379,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,57,2.584389,1638.76,70.17899,-114.979747,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,58,2.584385,1633.11,71.078625,-115.670131,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,59,2.584387,1632.65,71.978261,-116.3605,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,60,2.584389,1634.17,72.877888,-117.050876,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,61,2.584389,1639.19,73.777531,-117.741245,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,62,2.584387,1633.86,74.677159,-118.431613,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,63,2.584385,1639.23,75.576794,-119.122005,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,64,2.584389,1641.95,76.476429,-119.812374,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,65,2.584391,1636.06,77.376057,-120.502742,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,66,2.584376,1638.34,78.275692,-121.193111,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,67,2.584387,1638.21,79.175328,-121.883487,-56.159982,0.105717,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,68,2.584391,1639.9,80.074955,-122.573863,-56.159982,0.105716,0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,69,2.584381,1637.95,80.974598,-123.264232,-56.159982,0.105716,0.137761,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,70,2.584389,1517.52,43.316379,-97.829228,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,71,2.584378,1550.45,44.216014,-98.519612,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,72,2.584389,1564.04,45.11565,-99.209988,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,73,2.584389,1566.9,46.015281,-99.900357,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,74,2.584378,1585.21,46.914913,-100.590725,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,75,2.584389,1581.0,47.814548,-101.281102,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,76,2.584389,1588.83,48.714183,-101.97147,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,77,2.584378,1590.68,49.613811,-102.661854,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,78,2.584389,1594.73,50.513446,-103.352223,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,79,2.584389,1590.34,51.413082,-104.042599,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,80,2.584378,1585.26,52.312717,-104.732976,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,81,2.584389,1573.16,53.212348,-105.423344,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,82,2.584389,1548.62,54.11198,-106.113713,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,83,2.584378,1502.59,55.011615,-106.804097,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,84,2.584387,1443.42,62.208683,-112.327084,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,85,2.584382,1521.63,63.108318,-113.017453,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,86,2.584386,1563.5,64.007946,-113.707829,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,87,2.584385,1581.06,64.907581,-114.398198,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,88,2.584385,1595.59,65.807216,-115.088566,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,89,2.584391,1607.28,66.706844,-115.778958,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,90,2.584389,1619.19,67.606487,-116.469327,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,91,2.584385,1619.99,68.506114,-117.159695,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,92,2.584387,1623.9,69.40575,-117.850071,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,93,2.584381,1625.49,70.305385,-118.54044,-56.159982,-0.105716,-0.137761,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,94,2.584391,1625.48,71.205013,-119.230809,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,95,2.584387,1627.79,72.104656,-119.921193,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,96,2.584376,1636.95,73.004283,-120.611569,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,97,2.584391,1632.93,73.903911,-121.301938,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,98,2.584391,1630.21,74.803554,-121.992314,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,99,2.584376,1638.38,75.703182,-122.682683,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,100,2.584387,1632.72,76.602817,-123.373051,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,101,2.584391,1629.92,77.502452,-124.063443,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,102,2.584376,1635.39,78.40208,-124.753811,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,103,2.584396,1633.45,79.301715,-125.44418,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,104,2.584378,1493.49,46.365684,-93.855656,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,105,2.584389,1530.79,47.265319,-94.546025,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,106,2.584389,1544.4,48.164951,-95.236393,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,107,2.584378,1554.64,49.064586,-95.926777,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,108,2.584389,1566.72,49.964221,-96.617154,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,109,2.584389,1571.7,50.863853,-97.307522,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,110,2.584378,1581.72,51.763484,-97.997891,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,111,2.584389,1589.84,52.66312,-98.688267,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,112,2.584389,1595.25,53.562755,-99.378636,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,113,2.584378,1587.96,54.462383,-100.06902,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,114,2.584389,1591.38,55.362018,-100.759388,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,115,2.584389,1598.09,56.261653,-101.449765,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,116,2.584378,1602.09,57.161289,-102.140141,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,117,2.584389,1592.13,58.06092,-102.83051,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,118,2.584389,1591.73,58.960552,-103.520878,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,119,2.584378,1574.11,59.860187,-104.211262,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,120,2.584389,1575.31,60.759819,-104.901639,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,121,2.584389,1580.37,61.659454,-105.592007,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,122,2.584378,1559.08,62.559085,-106.282376,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,123,2.584379,1566.09,63.458721,-106.972752,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,124,2.584384,1565.33,64.358348,-107.663121,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,125,2.584389,1578.49,65.257991,-108.353505,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,126,2.584387,1584.21,66.157619,-109.043873,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,127,2.584385,1593.29,67.057254,-109.73425,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,128,2.584389,1607.3,67.95689,-110.424618,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,129,2.584391,1607.6,68.856517,-111.114995,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,130,2.584385,1607.31,69.756153,-111.805363,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,131,2.584385,1613.09,70.655788,-112.495732,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,132,2.584391,1618.26,71.555416,-113.186123,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,133,2.584381,1625.76,72.455059,-113.876492,-56.159982,-0.105716,-0.137761,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,134,2.584387,1617.07,73.354686,-114.566861,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,135,2.584387,1624.98,74.254322,-115.257237,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,136,2.584381,1626.1,75.153957,-115.947606,-56.159982,-0.105716,-0.137761,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,137,2.584391,1625.71,76.053585,-116.637974,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,138,2.584387,1627.96,76.953228,-117.328358,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,139,2.584376,1630.03,77.852855,-118.018734,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,140,2.584391,1631.03,78.752483,-118.709103,-56.159982,-0.105716,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,PV-module,141,2.584387,1646.52,79.652118,-119.399479,-56.159982,-0.105717,-0.13776,0.984808
jl-bahagia,prc-00,blk-29,roof-03,roof,0,668.902774,0.0,61.950222,-110.616124,-57.867702,0.0,0.0,1.0
jl-bahagia,prc-00,blk-29,roof-04,PV-module,1,2.584384,1568.52,125.358334,-89.673106,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,2,2.584384,1602.09,126.049313,-88.773936,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,3,2.584384,1610.05,126.740292,-87.874766,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,4,2.584382,1606.76,127.431271,-86.975596,-56.159982,-0.137689,0.105808,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,5,2.58439,1602.84,128.12225,-86.076426,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,6,2.584388,1589.99,128.813229,-85.177256,-56.159982,-0.137688,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,7,2.584379,1570.97,129.504208,-84.278086,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,8,2.584384,1524.49,130.195187,-83.378916,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,9,2.584384,1441.49,130.886166,-82.479746,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,10,2.584397,1531.64,136.413983,-75.286395,-56.159982,-0.137688,0.105808,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,11,2.584397,1577.51,137.104962,-74.387225,-56.159982,-0.137688,0.105808,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,12,2.584397,1602.11,137.795941,-73.488055,-56.159982,-0.137688,0.105808,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,13,2.58438,1615.92,138.48692,-72.588885,-56.159982,-0.137689,0.105808,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,14,2.584379,1623.36,139.177899,-71.689715,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,15,2.584389,1622.02,139.868878,-70.790553,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,16,2.584379,1625.48,140.559857,-69.891383,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,17,2.584384,1634.61,141.250836,-68.992213,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,18,2.584384,1638.46,141.941815,-68.093043,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,19,2.584384,1631.52,142.632794,-67.193873,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,20,2.584384,1642.08,143.323773,-66.294703,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,21,2.584384,1635.82,144.014752,-65.395533,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,22,2.58437,1627.43,144.705731,-64.496371,-56.159982,-0.137689,0.10581,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,23,2.584384,1638.01,145.39671,-63.597201,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,24,2.58439,1621.9,121.386807,-86.621119,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,25,2.58439,1617.4,122.077786,-85.721949,-56.159982,-0.137689,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,26,2.584386,1624.32,122.768765,-84.822787,-56.159982,-0.137688,0.105809,0.984808
jl-bahagia,prc-00,blk-29,roof-04,PV-module,27,2.584396,1619.9,123.459744,-83.923617,-56.159982,-0.137688,0.105809,0.984808
